SNO,FIN_YR,INV_NO,BASIC_AMT,SER_TAX_RATE,SER_TAX,ED_CESS,HED_CESS,TOT_AMT,TRN_DESC,TRN_TYPE,INV_NO1,BILL_QTY,LOG_QTY,LOG_RED,IT_PENALITY,TRN_PENALITY
1,2007-08,52713,96856,,11623,232,NULL,108711,DATA ENTRYOF RETURNS EXCLDING PTEC,,,,,,,
2,2007-08,52714,1197468,,143696,2874,1437,1345475,DATA ENTRY OF REGIS.FORM,,,,,,,
3,2007-08,52715,5404,,649,13,6,6072,DATA ENTRYOF RETURNS EXCLDING PTEC,,,,,,,
4,2007-08,52716,925125,,111015,2220,1110,1039470,DATA ENTRY OF REGIS.FORM,,,,,,,
5,2007-08,52717,4129,,495,10,5,4639,DATA ENTRYOF RETURNS EXCLDING PTEC,,,,,,,
6,2007-08,52718,130,,15,1,NULL,146,DATA ENTRYOF RETURNSPTEC,,,,,,,
7,2007-08,52719,1144715,,137366,2747,1373,1286201,DATA ENTRY OF REGIS.FORM,,,,,,,
8,2007-08,52720,1003252,,120390,2408,1204,1127254,DATA ENTRYOF RETURNS EXCLDING PTEC,,,,,,,
9,2007-08,52721,194,,23,1,NULL,218,DATA ENTRYOF RETURNSPTEC,,,,,,,
10,2007-08,52722,681748,,81810,1636,818,766012,DATA ENTRY OF REGIS.FORM,,,,,,,
11,2007-08,52723,2901845,,348222,6964,3482,3260513,DATA ENTRYOF RETURNS EXCLDING PTEC,,,,,,,
12,2007-08,52724,4665,,559,12,6,5242,DATA ENTRYOF RETURNSPTEC,,,,,,,
13,2007-08,52725,10672,,1281,26,13,11992,DATA ENTRY OF FORMS UTILIZATION,,,,,,,
14,2007-08,52726,526076,,63129,1263,632,591100,DATA ENTRY OF REGIS.FORM,,,,,,,
15,2007-08,52727,5762256,,691471,13829,6915,6474471,DATA ENTRYOF RETURNS EXCLDING PTEC,,,,,,,
16,2007-08,52728,1239365,,148724,2974,1487,1392550,DATA ENTRYOF RETURNSPTEC,,,,,,,
17,2007-08,52729,373,,44,1,1,419,DATA ENTRY OF FORMS UTILIZATION,,,,,,,
18,2007-08,52730,501966,,60236,1205,602,564009,DATA ENTRY OF REGIS.FORM,,,,,,,
19,2007-08,52731,8341493,,1000979,20020,10010,9372502,DATA ENTRYOF RETURNS EXCLDING PTEC,,,,,,,
20,2007-08,52732,2149045,,257885,5158,2579,2414667,DATA ENTRYOF RETURNSPTEC,,,,,,,
21,2007-08,52733,1537,,184,4,2,1727,DATA ENTRY OF FORMS UTILIZATION,,,,,,,
22,2007-08,52734,425101,,51013,1020,510,477644,DATA ENTRY OF REGIS.FORM,,,,,,,
23,2007-08,52735,5777018,,693242,13865,6932,6491057,DATA ENTRYOF RETURNS EXCLDING PTEC,,,,,,,
24,2007-08,52736,1518816,,182258,3645,1823,1706542,DATA ENTRYOF RETURNSPTEC,,,,,,,
25,2007-08,52737,4195,,503,10,5,4713,DATA ENTRY OF FORMS UTILIZATION,,,,,,,
26,2007-08,52738,573005,,68761,1375,687,643828,DATA ENTRY OF REGIS.FORM,,,,,,,
27,2007-08,52739,8362477,,1003497,20070,10035,9396079,DATA ENTRYOF RETURNS EXCLDING PTEC,,,,,,,
28,2007-08,52740,1976089.356,,237131,4743,2371,2220334.356,DATA ENTRYOF RETURNSPTEC,,,,,,,
29,2007-08,52741,9355,,1123,22,11,10511,DATA ENTRY OF FORMS UTILIZATION,,,,,,,
30,2007-08,52744,687896.9384,,82547.63261,1650.952652,825.4763261,772921,DATE ENTRYOF REGISTRATION,,,,,,,
31,2007-08,52745,8619060.164,,1034287.22,20685.74439,10342.8722,9684376,DATA ENTRY OF RETURNS,,,,,,,
32,2007-08,52746,1636445.354,,196373.4425,3927.46885,1963.734425,1838710,DATE ENTRY OF PTEC CHALLANS,,,,,,,
33,2007-08,52747,638380.2065,,76605.62478,1532.112496,766.0562478,717284,DATE ENTRYOF REGISTRATION,,,,,,,
34,2007-08,52748,8068369.527,,968204.3432,19364.08686,9682.043432,9065620,DATA ENTRY OF RETURNS,,,,,,,
35,2007-08,52749,1513700.605,,181644.0726,3632.881452,1816.440726,1700794,DATE ENTRY OF PTEC CHALLANS,,,,,,,
36,2007-08,52750,699547.8818,,83945.74582,1678.914916,839.4574582,786012,DATE ENTRYOF REGISTRATION,,,,,,,
37,2007-08,52751,7667038,,920044.56,18400.8912,9200.4456,8614683.897,DATA ENTRY OF RETURNS,,,,,,,
38,2007-08,52752,759326.2727,,91119.15272,1822.383054,911.1915272,853179,DATE ENTRY OF PTEC CHALLANS,,,,,,,
39,2007-08,52753,1163050.018,,139566.0021,2791.320043,1395.660021,1306803,DATE ENTRY OF FORMS UTILIZATION,,,,,,,
40,2007-08,52754,1645461.018,,197455.3222,3949.106444,1974.553222,1848840,DATEA ENTRY OF PTEC,,,,,,,
41,2007-08,52755,7744917.23,,929390.0676,18587.80135,9293.900676,8702189,DATA ENTRY OF RETURNS,,,,,,,
42,2007-08,52756,8568438.056,,1028212.567,20564.25133,10282.12567,9627497,DATA ENTRY OF REGI.&FORMS UTILIZATION,,,,,,,
43,2007-08,52757,11369943.93,,1364393.272,27287.86543,13643.93272,12775269,PTEC PRINTING & DESPATCH,,,,,,,
44,2007-08,52758,25010251.87,,3001230.224,60024.60449,30012.30224,28101519,DATA ENTRY OF REGISTRATION,,,,,,,
45,2007-08,52759,33465662.16,,4015879.459,80317.58918,40158.79459,37602018,DATA ENTRY OF RETURNS,,,,,,,
46,2007-08,52760,5780469.918,,693656.3902,13873.1278,6936.563902,6494936,DATA ENTRY OF PTEC,,,,,,,
47,2007-08,52761,9351617.124,,1122194.055,22443.8811,11221.94055,10507477,DATE ENTRY OF FORMS UTILIZATION,,,,,,,
48,2007-08,52762,53317440.37,,6398092.844,127961.8569,63980.92844,59907476,DATA ENTRY OF ANNUAL RETURNS,,,,,,,
49,2007-08,52763,200000,,24000,480,240,224720,PRINTING OF PROSECUTION NOTICES,,,,,,,
50,2008-09,52702,766865,NULL,92023.8,1840.476,920,861649.276, Data Entry of Registation from 1-04-2008 to 30-04-2008,1,NULL,0,0,0,0,0
51,2008-09,52703,7729761,NULL,927571.32,18551.4264,9275.7132,8685159.46, Data Entry of Returns Cum Challans excl   PTEC  from 01-04-2008 to 30-04-2008 ,2,NULL,0,0,0,0,0
52,2008-09,52704,1330943,NULL,159713.16,3194.2632,1597.1316,1495447.555, Data Entry of Returns Cum Challans for   PTEC  from 01-04-2008 to 30-04-2008 ,3,NULL,0,0,0,0,0
53,2008-09,52705,241999,NULL,29039.88,580.7976,290.3988,271910.0764, Data Entry of forms utilisation from 1-04-2008 to 30-04-2008,4,NULL,0,0,0,0,0
54,2008-09,52706,921079,NULL,110529.48,2210.5896,1106,1034925.07, Data Entry of Registation from 1-05-2008 to 31-05-2008,1,NULL,0,0,0,0,0
55,2008-09,52707,8105265,NULL,972631.8,19452.636,9726.318,9107075.754, Data Entry of Returns Cum Challans  excl   PTEC  from 01-05-2008 to 31-05-2008 ,2,NULL,0,0,0,0,0
56,2008-09,52708,2109743,NULL,253169.16,5063.3832,2531.6916,2370507.235, Data Entry of Returns Cum Challans for   PTEC  from 01-05-2008 to 31-05-2008 ,3,NULL,0,0,0,0,0
57,2008-09,52709,688314,NULL,82597.68,1651.9536,825.9768,773389.6104, Data Entry of forms utilisation from 1-05-2008 to 31-05-2008,4,NULL,0,0,0,0,0
58,2008-09,52710,798743,NULL,95849.16,1916.9832,958.4916,897467.6348, Data Entry of Registation from 1-06-2008 to 30-06-2008,1,NULL,0,0,0,0,0
59,2008-09,52711,8488168,NULL,1018580.16,20371.6032,10185.8016,9537305.565, Data Entry of Returns Cum Challans  excl   PTEC  from 01-06-2008 to 30-06-2008 ,2,NULL,0,0,0,0,0
60,2008-09,52712,1553661,NULL,186439.32,3728.7864,1864.3932,1745693.5, Data Entry of Returns Cum Challans for   PTEC  from 01-06-2008 to 30-06-2008 ,3,NULL,0,0,0,0,0
61,2008-09,52713,404591,NULL,48550.92,971.0184,485.5092,454598.4476, Data Entry of forms utilisation from 1-06-2008 to 30-06-2008,4,NULL,0,0,0,0,0
62,2008-09,52714,628670,NULL,75440.4,1508.808,754.404,706373.612, Data Entry of Registation from 1-07-2008 to 31-07-2008,1,NULL,0,0,0,0,0
63,2008-09,52715,8201773,NULL,984212.76,19684.2552,9842.1276,9215512.143, Data Entry of Returns Cum Challans excl   PTEC  from 01-07-2008 to 31-07-2008 ,2,NULL,0,0,0,0,0
64,2008-09,52716,1694778,NULL,203373.36,4067.4672,2033.7336,1904252.561, Data Entry of Returns Cum Challans for   PTEC  from 01-07-2008 to 31-07-2008 ,3,NULL,0,0,0,0,0
65,2008-09,52717,391635,NULL,46996.2,939.924,469.962,440041.086, Data Entry of forms utilisation from 1-07-2008 to 31-07-2008,4,NULL,0,0,0,0,0
66,2008-09,52718,575432,NULL,69051.84,1381.0368,690.5184,646555.3952, Data Entry of Registation from 1-08-2008 to 31-08-2008,1,NULL,0,0,0,0,0
67,2008-09,52719,7705060,NULL,924607.2,18492.144,9246.072,8657405.416, Data Entry of Returns Cum Challans excl   PTEC  from 01-08-2008 to 31-08-2008 ,2,NULL,0,0,0,0,0
68,2008-09,52720,1591176,NULL,190941.12,3818.8224,1909.4112,1787845.354, Data Entry of Returns Cum Challans for  PTEC  from 01-08-2008 to 31-08-2008 ,3,NULL,0,0,0,0,0
69,2008-09,52721,686557,NULL,82386.84,1647.7368,823.8684,771415.4452, Data Entry of forms utilisation from 1-08-2008 to 31-08-2008,4,NULL,0,0,0,0,0
70,2008-09,52722,610870,NULL,73304.4,1466.088,733.044,686373.532, Data Entry of Registation from 1-09-2008 to 30-09-2008,1,NULL,0,0,0,0,0
71,2008-09,52723,8546626,NULL,1025595.12,20511.9024,10255.9512,9602988.974, Data Entry of Returns Cum Challans excl  PTEC  from 01-09-2008 to 30-09-2008 ,2,NULL,0,0,0,0,0
72,2008-09,52724,1843968,NULL,221276.16,4425.5232,2212.7616,2071882.445, Data Entry of Returns Cum Challans for  PTEC  from 01-09-2008 to 30-09-2008 ,3,NULL,0,0,0,0,0
73,2008-09,52725,566920,NULL,68030.4,1360.608,680.304,636991.312, Data Entry of forms utilisation from 1-09-2008 to 30-09-2008,4,NULL,0,0,0,0,0
74,2008-09,52726,1178535,NULL,141424.2,2828.484,1414.242,1324201.926, Data Entry of Registation from 1-10-2008 to 31-10-2008,1,NULL,0,0,0,0,0
75,2008-09,52727,8543597,NULL,1025231.64,20504.6328,10252.3164,9599585.589, Data Entry of Returns Cum Challans excl  PTEC  from 01-10-2008 to 31-10-2008 ,2,NULL,0,0,0,0,0
76,2008-09,52728,1919789,NULL,230374.68,4607.4936,2303.7468,2157074.92, Data Entry of Returns Cum Challans for  PTEC  from 01-10-2008 to 31-10-2008 ,3,NULL,0,0,0,0,0
77,2008-09,52729,270964,NULL,32515.68,650.3136,325.1568,304455.1504, Data Entry of forms utilisation from 1-10-2008 to 31-10-2008,4,NULL,0,0,0,0,0
78,2008-09,52730,1315273,NULL,157832.76,3156.6552,1578.3276,1477840.743, Data Entry of Registation from 1-11-2008 to 30-11-2008,1,NULL,0,0,0,0,0
79,2008-09,52731,8339347,NULL,1000721.64,20014.4328,10007.2164,9370090.289, Data Entry of Returns Cum Challans excl  PTEC  from 01-11-2008 to 30-11-2008 ,2,NULL,0,0,0,0,0
80,2008-09,52732,1529908,NULL,183588.96,3671.7792,1835.8896,1719004.629, Data Entry of Returns Cum Challans for  PTEC  from 01-11-2008 to 30-11-2008 ,3,NULL,0,0,0,0,0
81,2008-09,52733,123503,NULL,14820.36,296.4072,148.2036,138767.9708, Data Entry of forms utilisation from 1-11-2008 to 30-11-2008,4,NULL,0,0,0,0,0
82,2008-09,52766,15165022.32,NULL,1819802.678,36396.05357,0,17021221.05, Data Entry of Returns Cum Challans Excl PTEC up to 31-03-2007 (Ported in Feb 2009),2,NULL,0,0,0,0,0
83,2008-09,52767,702784.26,NULL,84334.1112,1686.682224,843.341112,789648.3945, Data Entry of Registation from 1-12-2008 to 31-12-2008,1,NULL,0,0,0,0,0
84,2008-09,52768,9265307,NULL,1111836.84,22236.7368,11118.3684,10410498.95, Data Entry of Returns Cum Challans Excl PTEC from 1-12-2008 to 31-12-2008,2,NULL,0,0,0,0,0
85,2008-09,52769,1503301,NULL,180396.12,3607.9224,1803.9612,1689109.004, Data Entry of Returns Cum Challans for PTEC from 1-12-2008 to 31-12-2008,3,NULL,0,0,0,0,0
86,2008-09,52770,223223.4,NULL,26786.808,535.73616,267.86808,250813.8122, Data Entry of forms utilisation from 1-12-2008 to 31-12-2008,4,NULL,0,0,0,0,0
87,2008-09,52771,702298.8,NULL,84275.856,1685.51712,842.75856,789102.9317, Data Entry of Registation from 1-1-2009 to 31-01-2009,1,NULL,0,0,0,0,0
88,2008-09,52772,7899633,NULL,947955.96,18959.1192,9479.5596,8876027.639, Data Entry of Returns Cum Challans Excl PTEC from 1-1-2009 to 31-1-2009,2,NULL,0,0,0,0,0
89,2008-09,52773,1430757,NULL,171690.84,3433.8168,1716.9084,1607598.565, Data Entry of Returns Cum Challans for PTEC from 1-01-2009 to 31-01-2009,3,NULL,0,0,0,0,0
90,2008-09,52774,18138.96,NULL,2176.6752,43.533504,21.766752,20380.93546, Data Entry of forms utilisation from 1-01-2009 to 31-01-2009,4,NULL,0,0,0,0,0
91,2008-09,52775,12590288,NULL,1510834.56,30216.6912,15108.3456,14146447.6,Printing and Despatch of courtesy letters,7,NULL,0,0,0,0,0
92,2008-09,52776,1447318,NULL,173678.16,3473.5632,1736.7816,1626206.505, Data Entry of Registation from 1-2-2009 to 28-02-2009,1,NULL,0,0,0,0,0
93,2008-09,52777,9216764,NULL,1106011.68,22120.2336,11060.1168,10355956.03, Data Entry of Returns Cum Challans Excl PTEC from 1-02-2009 to 28-02-2009,2,NULL,0,0,0,0,0
94,2008-09,52778,1479605,NULL,177552.6,3551.052,1775.526,1662484.178, Data Entry of Returns Cum Challans  for  PTEC from 1-02-2009 to 28-02-2009,3,NULL,0,0,0,0,0
95,2008-09,52779,316202,NULL,37944.24,758.8848,379.4424,355284.5672, Data Entry of forms utilisation from 1-02-2009 to 28-02-2009,4,NULL,0,0,0,0,0
96,2008-09,52780,7989215,NULL,958705.8,19174.116,9587.058,8976681.974, Data Entry of Registation from 1-04-2008 to 28-02-2009,1,NULL,0,0,0,0,0
97,2008-09,52781,662977,NULL,66297.7,1325.954,662,731262.654,Data Entry of Registration Forms from  01-03-09 to 31-03-09,1,NULL,0,0,0,0,0
98,2008-09,52782,8801375,NULL,880137.5,17602.75,8801.375,9707916.625,Data Entry of Returns-cum-Challans excluding PTEC- from 01-03-09 to 31-03-09,2,NULL,0,0,0,0,0
99,2008-09,52783,1504884,NULL,150488.4,3009.768,1504.884,1659887.052,Data Entry of Returns-cum-Challans  for  PTEC- from 01-03-09 to 31-03-09- ,3,NULL,0,0,0,0,0
100,2008-09,52784,884418,NULL,88441.8,1768.836,884.418,975513.054,Data Entry of  Form Utilisation  from 01-03-09 to 31-03-09-,4,NULL,0,0,0,0,0
101,2008-09,52785,5724343,NULL,572434,11448.68,5724.34,6313950.02,Data Entry of  Form Utilisation  from( min assured) 01-04-09 to 31-03-09 ,4,NULL,0,0,0,0,0
102,2008-09,52786,53317440,NULL,5331744,106634.88,53317.44,58809136.32,Data Entry of  Annual returns   ( Min Assured qty)from 01-04-2008 to 31-03-2009 ,5,NULL,0,0,0,0,0
103,2009-10,52701,1344077,,134407.7,2688.154,1344.077,1482516.931,Data Entry of Registration Forms from  01-04-09 to 30-04-09,1,52701,8306,9138,0,0,0
104,2009-10,52704,1564799,,156479.9,3129.598,1564.799,1725973.297,Data Entry of Registration Forms from  01-05-09 to 31-05-09,1,52704,9670,8897,0,0,0
105,2009-10,52707,614592,,61459.2,1229.184,614.592,677894.976,Data Entry of Registration Forms from  01-06-09 to 30-06-09,1,52707,3798,7128,0,0,0
106,2009-10,52713,1741669,,174166.9,3483.338,1741.669,1921060.907,Data Entry of Registration Forms from  01-07-09 to 31-07-09,1,52713,10763,8204,0,0,0
107,2009-10,52718,1694255.4,,169425.54,3388.5108,1694.2554,1868763.706,Data Entry of Registration Forms from  01-08-09 to 31-08-09,1,52718,10470,5675,0,0,0
108,2009-10,52723,2179230,,217923,4358.46,2179.23,2403690.69,Data Entry of Registration Forms from  01-09-09 to 30-09-09,1,52723,13467,8024,0,0,0
109,2009-10,52726,1402665,,140266.5,2805.33,1402.665,1547139.495,Data Entry of Registration Forms from  01-09-09 to 30-09-09,1,52726,168848,168848,-0.4,0,0
110,2009-10,52728,1389386,,138938.6,2778.772,1389.386,1532492.758,Data Entry of Registration Forms from  01-10-09 to 31-10-09,1,52728,8586,7162,0,0,0
111,2009-10,52750,2010452,,201045.2,4020,2010.452,2217527.652,Data Entry of Registration Forms from  01-10-09 to 31-10-09,1,52750,12424,8837,0,0,0
112,2009-10,52755,2168226,,216823,4336,2168,2391553,Data Entry of Registration Forms from  01-12-09 to 31-12-09,1,52755,13399,8725,0,0,0
113,2009-10,52760,1073514,,107351.4,2147.028,1073.514,1184085.942,Data Entry of Registration Forms from  01-01-2010 to 31-1-2010,1,52760,6634,9697,0,0,0
114,2009-10,52764,1735034,,173503.4,3470.068,1735.034,1913742.502,Data Entry of Registration Forms from  01-02-2010 to 28-02-2010,1,52764,10722,9881,0,0,0
115,2009-10,52768,2055761,,205577,4111.54,2055.77,2267505.31,Data Entry of Registration Forms from  01-03-2010 to 31-03-2010,1,52768,12704,11903,0,0,0
116,2009-10,52702,10199557,,1019955.7,20399.114,10199.557,11250111.37,Data Entry of Returns-cum-Challans excluding PTEC- from 01-04-09 to 30-04-09,2,52702,947298,516056,0,0,0
117,2009-10,52705,9080882,,908088.2,18161.764,9080.882,10016212.85,Data Entry of Returns-cum-Challans excluding PTEC- from 01-05-09 to 31-05-09,2,52705,671082,372414,0,0,0
118,2009-10,52708,6190874,,619087.4,12381.748,6190.874,6828534.022,Data Entry of Returns-cum-Challans excluding PTEC- from 01-06-09 to 30-06-09,2,52708,277437,288691,0,0,0
119,2009-10,52714,7547509,,754750.9,15095.018,7547.509,8324903,Data Entry of Returns-cum-Challans excluding PTEC- from 01-07-09 to 30-07-09,2,52714,308236,219758,0,0,0
120,2009-10,52719,8126864,,812686.4,16253.728,8126.864,8963930.992,Data Entry of Returns-cum-Challans excluding PTEC- from 01-08-09 to 31-08-09,2,52719,435522,239294,0,0,0
121,2009-10,52724,5322380,,532238,10644.76,5322.38,5870585.14,Data Entry of Returns-cum-Challans excluding PTEC- from 01-09-09 to 30-09-09,2,52724,212725,108939,0,0,0
122,2009-10,52729,9000336,,900033.6,18000,9000.336,9927369.936,Data Entry of Returns-cum-Challans excluding PTEC- from 01-10-09 to 31-10-09,2,52729,651194,300736,0,0,0
123,2009-10,52751,8277160,,827716,16554.32,8277.16,9129707.48,Data Entry of Returns-cum-Challans excl PTEC- from 01-11-09 to 30-11-09,2,52751,472632,274214,0,0,0
124,2009-10,52756,7413251,,741326,14826,7413,8176816,Data Entry of Returns-cum-Challans excl PTEC- from 01-12-09 to 31-12-09,2,52756,296293,201214,0,0,0
125,2009-10,52761,7926575,,792657.5,15853.15,7926.575,8743012.225,Data Entry of Returns-cum-Challans excl PTEC- from 01-01-2010 to 31-1-2010,2,52761,387461,271794,0,0,0
126,2009-10,52765,8021585,,802158.5,16043.17,8021.585,8847808.255,Data Entry of Returns-cum-Challans excl PTEC- from 01-02-2010 to 28-02-2010,2,52765,409527,204192,0,0,0
127,2009-10,52769,7911733,,791173.3,15824,7911.733,8726642.033,Data Entry of Returns-cum-Challans excl PTEC- from 01-03-2010 to 31-03-2010,2,52769,384163,255997,0,0,0
128,2009-10,52730,1252973,,125297.3,2505.946,1252.973,1382029.219,Data Entry of Returns-cum-Challans for PTEC- from 01-10-09 to 31-10-09,3,52730,19336,17271,0,0,0
129,2009-10,52752,1314242,,131424.2,2628.484,1314.242,1449608.926,Data Entry of Returns-cum-Challans for PTEC- from 01-11-09 to 30-11-09,3,52752,21291,19412,0,0,0
130,2009-10,52757,1349962,,134997,2700,1350,1489009,Data Entry of Returns-cum-Challans for PTEC- from 01-12-09 to 31-12-09,3,52757,23819,23076,0,0,0
131,2009-10,52766,1348606,,134860.6,2697.212,1348.606,1487512.418,Data Entry of Returns-cum-Challans for PTEC- from 01-02-2010 to 28-02-2010,3,52766,23726,23654,0,0,0
132,2009-10,52770,1319315,,131931.5,2638.63,1319.315,1455204.445,Data Entry of Returns-cum-Challans for PTEC- from 01-03-2010 to 31-03-2010,3,52770,21650,21607,0,0,0
133,2009-10,52703,1432369,,143236.9,2864.738,1432.369,1579903.007,Data Entry of Returns-cum-Challans  for  PTEC- from 01-04-09 to 30-04-09- ,3,52703,29651,27180,0,0,0
134,2009-10,52706,980035,,98003.5,1960.07,980.035,1080978.605,Data Entry of Returns-cum-Challans  for  PTEC- from 01-05-09 to 31-05-09- ,3,52706,15124,12207,0,0,0
135,2009-10,52709,1447290,,144729,2894.58,1447.29,1596360.87,Data Entry of Returns-cum-Challans  for  PTEC- from 01-06-09 to 30-06-09- ,3,52709,30707,16704,0,0,0
136,2009-10,52715,1755062,,175506.2,3510.124,1755.062,1935833.386,Data Entry of Returns-cum-Challans  for  PTEC- from 01-07-09 to 31-07-09- ,3,52715,55561,29333,0,0,0
137,2009-10,52720,1631932,,163193.2,3263.864,1631.932,1800020.996,Data Entry of Returns-cum-Challans  for  PTEC- from 01-08-09 to 31-08-09- ,3,52720,44703,38249,0,0,0
138,2009-10,52725,1479365,,147936.5,2958.73,1479.365,1631739.595,Data Entry of Returns-cum-Challans  for  PTEC- from 01-09-09 to 30-09-09- ,3,52725,32977,28632,0,0,0
139,2009-10,52762,1315047,,131504.7,2630.094,1315.047,1450496.841,Data Entry of Returns-cum-Challans forl PTEC- from 01-01-2010 to 31-1-2010,3,52762,21348,21209,0,0,0
140,2009-10,52710,2358063,,235806.3,4716.126,2358.063,2600943.489,Data Entry of  Form Utilisation  from 01-04-09 to 30-04-09-,4,52710,404749,0,0,0,0
141,2009-10,52711,1314856,,131485.6,2629.712,1314.856,1450286.168,Data Entry of  Form Utilisation  from 01-05-09 to 31-05-09-,4,52711,147167,0,0,0,0
142,2009-10,52712,945436,,94543.6,1890.872,945.436,1042815.908,Data Entry of  Form Utilisation  from 01-07-09 to 31-07-09-,4,52712,55952,582247,0,0,0
143,2009-10,52716,1350917,,135091.7,2701.834,1350.917,1490062,Data Entry of  Form Utilisation  from 01-07-09 to 31-07-09-,4,52716,156071,151306,0,0,0
144,2009-10,52721,1871200,,187120,3742.4,1871.2,2063933.6,Data Entry of  Form Utilisation  from 01-08-09 to 31-08-09-,4,52721,284536,102970,1,0,0
145,2009-10,52731,1103256,,110325.6,2206.512,1103.256,1216891.368,Data Entry of  Form Utilisation  from 01-10-09 to 31-10-09-,4,52731,94920,94920,0,0,0
146,2009-10,52753,1308510,,130851,2617.02,1308.51,1443286.53,Data Entry of forms utilization- from 01-11-09 to 30-11-09,4,52753,145600,145600,0,0,0
147,2009-10,52758,1357232,,135723,2714,1357,1497026,Data Entry of forms utilization- from 01-12-09 to 31-12-09,4,52758,157630,157630,0,0,0
148,2009-10,52763,1441050,,144105,2882.1,1441.05,1589478.15,Data Entry of forms utilization- from 01-1-2010 to 31-1-2010,4,52763,178326,178326,-0.3,0,0
149,2009-10,52767,1262397,,126239.7,2524.794,1262.397,1392423.891,Data Entry of forms utilization- from 01-02-2010 to 28-02-2010,4,52767,134214,134214,0.3,0,0
150,2009-10,52771,1280432,,128043.2,2560.864,1280.432,1412316.496,Data Entry of forms utilization- from 01-03-2010 to 31-03-2010,4,52771,138667,138667,-0.35,0,0
151,2009-10,52772,53317440,,5331744,106634.88,53317.44,58809136.32,Data entry of Annual Returns ( Min assured qty 01-04-2009 to 31-03-2010),5,NULL,0,0,NULL,NULL,NULL
152,2009-10,52717,12125,,1212.5,24.25,12.125,13373.875,software dev @ 50000/- per man month ie 200 man hrs. billed for 48.30 man hrs,10,52717,0,0,0,0,0
153,2009-10,52727,3026880,,302688,6053.76,3026.88,3338648.64,Printing og PTEC courtesy letters,7,52727,1513440,1513440,0,0,0
154,2009-10,52773,80380,,8038,160.76,80.38,88659.14,Printing of penalty order & demand Notices,8,52773,20095,20095,0,0,0
155,2009-10,52759,461164,,46116,923,461,508664,#N/A,9,52759,230582,230582,0,0,0
156,2009-10,52722,17479,,1749,34.98,17.49,19280.47,software dev @ 50000/- per man month ie 200 man hrs. billed for 69.55 man hrs,10,52722,NULL,NULL,0,0,0
